0 514 1
0 1030 1
0 1367 1
0 1036 1
0 1538 1
0 15 1
0 1558 1
0 1562 1
0 41 1
0 53 1
0 95 1
0 576 1
0 1091 1
0 68 1
0 1615 1
0 1106 1
0 87 1
0 1119 1
0 1122 1
0 614 1
0 102 1
0 616 1
0 108 1
0 1134 1
0 626 1
0 635 1
0 1673 1
0 1179 1
0 1180 1
0 1694 1
0 681 1
0 170 1
0 1196 1
0 180 1
0 1993 1
0 189 1
0 1218 1
0 707 1
0 1224 1
0 1490 1
0 721 1
0 219 1
0 223 1
0 1257 1
0 1773 1
0 1263 1
0 245 1
0 1321 1
0 1787 1
0 1795 1
0 260 1
0 1797 1
0 1800 1
0 1291 1
0 1301 1
0 1824 1
0 1243 1
0 807 1
0 297 1
0 301 1
0 304 1
0 1344 1
0 325 1
0 1354 1
0 343 1
0 861 1
0 1509 1
0 523 1
0 356 1
0 1383 1
0 1899 1
0 380 1
0 1405 1
0 1918 1
0 64 1
0 904 1
0 906 1
0 1443 1
0 934 1
0 939 1
0 1457 1
0 1972 1
0 1462 1
0 1977 1
0 963 1
0 969 1
0 459 1
0 1487 1
0 466 1
0 1491 1
0 981 1
0 473 1
0 1502 1
0 995 1
0 1446 1
0 1521 1
0 502 1
0 506 1
0 1022 1
1 230 1
1 139 1
1 835 1
1 1301 1
1 422 1
1 807 1
1 1961 1
1 1840 1
1 180 1
1 1717 1
1 1464 1
1 1972 1
1 831 1
1 64 1
1 707 1
1 325 1
1 1224 1
1 75 1
1 1615 1
1 219 1
1 861 1
1 102 1
1 1382 1
1 1383 1
1 616 1
1 106 1
1 506 1
1 510 1
2 1153 1
2 260 1
2 1673 1
2 12 1
2 516 1
2 271 1
2 1301 1
2 388 1
2 30 1
2 161 1
2 244 1
2 934 1
2 41 1
2 554 1
2 605 1
2 1972 1
2 180 1
2 1979 1
2 700 1
2 1986 1
2 835 1
2 325 1
2 326 1
2 1224 1
2 1353 1
2 459 1
2 846 1
2 1872 1
2 1623 1
2 1241 1
2 569 1
2 1243 1
2 348 1
2 861 1
2 80 1
2 1892 1
2 870 1
2 1521 1
2 221 1
2 1908 1
2 766 1
2 506 1
2 124 1
2 1022 1
2 1151 1
3 1224 1
3 1834 1
3 19 1
3 1977 1
3 699 1
3 221 1
3 1726 1
3 1439 1
4 644 1
4 1669 1
4 135 1
4 525 1
4 536 1
4 1056 1
4 930 1
4 1446 1
4 807 1
4 297 1
4 1709 1
4 174 1
4 1840 1
4 180 1
4 1462 1
4 707 1
4 1094 1
4 1224 1
4 1995 1
4 99 1
4 1509 1
4 1383 1
4 616 1
4 1127 1
4 750 1
4 623 1
4 374 1
5 260 1
5 1800 1
5 24 1
5 159 1
5 807 1
5 1065 1
5 426 1
5 1544 1
5 1972 1
5 1502 1
5 1908 1
5 671 1
5 62 1
5 831 1
5 963 1
5 325 1
5 1224 1
5 201 1
5 1610 1
5 592 1
5 433 1
